id,listingDate,title,teaser,bulletPoints,advertiser,logo,isPremium,isStandOut,location,locationId,area,areaId,workType,classification,subClassification,salary,companyProfileStructuredDataId,locationWhereValue,areaWhereValue,automaticInclusion,displayType,tracking,joraClickTrackingUrl,joraImpressionTrackingUrl,solMetadata,branding,hasCustomTemplate,isPrivateAdvertiser
50421334,2020-08-19T06:03:03Z,Salesforce Administrator,Excellent opportunity to grow & develop your career with a market leader | Connect today!,[],"{'id': '21951707', 'description': 'Stuff'}","{'id': '', 'description': None}",False,False,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6283', 'description': 'Business/Systems Analysts'}",,355585,All Auckland,Auckland Central Auckland,False,standard,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfNCIKfQ==,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50421334', 'section': 'MAIN', 'sectionRank': 122, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}",,True,False
50420903,2020-08-19T05:30:01Z,DevOps Engineer - PaaS,"Based in Auckland, you will be part of the Platform-as-a-Service team, a cross-functional agile infrastructure development team.","[""Be part of Xero's cross-functional, agile infrastructure development PaaS team."", 'Do you have experience across AWS & Kafka?', 'Environment where you can #challenge everything while doing #beautiful work']","{'id': '22895028', 'description': 'Xero'}","{'id': '10011091', 'description': '10011091'}",False,True,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6287', 'description': 'Developers/Programmers'}",,3322,All Auckland,Auckland Central Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfNSIKfQ==,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420903', 'section': 'MAIN', 'sectionRank': 123, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '60973f41-f3e7-effb-9f7d-5fb2f4d2deed', 'assets': {'logo': {'id': '39395224c879ca824f4180f084246f124a90b98b', 'url': 'https://image-service-cdn.cloud.seek.com.au/39395224c879ca824f4180f084246f124a90b98b', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/39395224c879ca824f4180f084246f124a90b98b/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/39395224c879ca824f4180f084246f124a90b98b/dffceafa8da80ae865f1fa835a87a74a26be6546'}}, 'cover': {'id': 'ad79aeaca717e6536f1887f9d6eb52e5ea8b49ab', 'url': 'https://image-service-cdn.cloud.seek.com.au/ad79aeaca717e6536f1887f9d6eb52e5ea8b49ab', 'strategies': {'jdpCover': 'https://image-service-cdn.seek.com.au/ad79aeaca717e6536f1887f9d6eb52e5ea8b49ab/5045122124a0cc197498cce5b4ad57592d0fdf68', 'jdpCoverThumbnail': 'https://image-service-cdn.seek.com.au/ad79aeaca717e6536f1887f9d6eb52e5ea8b49ab/e419df6f3fd2729aaeb947ffca564090731d491a'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/39395224c879ca824f4180f084246f124a90b98b'}}",False,False
50420885,2020-08-19T05:28:57Z,Solutions Architect / Presales - ERP - Microsoft D365 /F&O,"Join a leading ERP partner in Auckland, assisting tier 1 clients on their ERP transformation needs! Dynamics 365/Finance & Operations focus!",[],"{'id': '37513398', 'description': 'FRG Technology Consulting'}","{'id': '', 'description': None}",False,False,Auckland,1018,,,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6285', 'description': 'Consultants'}",Flexible based on experience,363857,All Auckland,,False,standard,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfNiIKfQ==,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420885', 'section': 'MAIN', 'sectionRank': 124, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}",,True,False
50420836,2020-08-19T05:22:12Z,Reporting Analyst / Developer,Looking for a Senior Reporting Analyst with SAS experience. Click to find out more!,[],"{'id': '18411326', 'description': 'Potentia'}","{'id': '', 'description': None}",False,True,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6286', 'description': 'Database Development & Administration'}",Competitive salary and great location,23605,All Auckland,Auckland Central Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfNyIKfQ==,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420836', 'section': 'MAIN', 'sectionRank': 125, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}",,True,False
50420706,2020-08-19T05:10:02Z,Senior .NET Developer,"Experienced & talented .NET developer wanted with experience in .NET Core, C#, Angular, TypeScript/ Vue.JS, APIs/microservices.","['Flexible, open and collaborative work culture', 'Host of benefits on offer, learning & professional development opportunities', 'Convenient central location for when you do have to go in.']","{'id': '29544594', 'description': 'salt'}","{'id': '651176', 'description': '651176'}",False,True,Auckland,1018,,,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6287', 'description': 'Developers/Programmers'}",$100000.00 - $120000.00 p.a.,14828,All Auckland,,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfOCIKfQ==,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420706', 'section': 'MAIN', 'sectionRank': 126, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '3e2a91e7-6983-9d16-1618-8850ff46f77f', 'assets': {'logo': {'id': '950185cc94543c0b7ef7f683554d359767a02386', 'url': 'https://image-service-cdn.cloud.seek.com.au/950185cc94543c0b7ef7f683554d359767a02386', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/950185cc94543c0b7ef7f683554d359767a02386/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/950185cc94543c0b7ef7f683554d359767a02386/dffceafa8da80ae865f1fa835a87a74a26be6546'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/950185cc94543c0b7ef7f683554d359767a02386'}}",True,False
50420653,2020-08-19T05:03:55Z,Business Analyst - Operations,An award winning Investments specialist is looking for an Operations Business Analyst to provide a link between their Operations and Systems teams.,"['Award winning NZ owned and run Investments company', 'An opportunity to join a company in a massive growth phase', 'Meritocratic environment, an Agile methodology and a group who celebrate success']","{'id': '27858824', 'description': 'Robert Walters'}","{'id': '340019', 'description': '340019'}",False,True,Auckland,1018,,,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6283', 'description': 'Business/Systems Analysts'}",Competitive Salary,2557,All Auckland,,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfOSIKfQ==,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420653', 'section': 'MAIN', 'sectionRank': 127, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '7076e650-94dc-bbab-7899-e267425dbd15', 'assets': {'logo': {'id': 'faa37460ca72c6aafeb3a56ef479a8b4af0940fe', 'url': 'https://image-service-cdn.cloud.seek.com.au/faa37460ca72c6aafeb3a56ef479a8b4af0940fe', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/faa37460ca72c6aafeb3a56ef479a8b4af0940fe/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/faa37460ca72c6aafeb3a56ef479a8b4af0940fe/dffceafa8da80ae865f1fa835a87a74a26be6546'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/faa37460ca72c6aafeb3a56ef479a8b4af0940fe'}}",True,False
50420516,2020-08-19T04:52:37Z,Design and Brand Lead,The team at IMAGR is growing and it's an exciting time to join us!,[],"{'id': '36200146', 'description': 'IMAGR'}","{'id': '', 'description': None}",False,False,Auckland,1018,,,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6303', 'description': 'Other'}",,0,All Auckland,,False,standard,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTAiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420516', 'section': 'MAIN', 'sectionRank': 128, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}",,False,False
50415997,2020-08-19T04:48:19Z,Customer Success Lead,Work from home as our Customer Success Team Lead!,"['Work as part of a remote, global team.', 'Lead your team as part of a fast-growing and innovative startup', 'Enjoy an autonomous, family friendly environment']","{'id': '39583288', 'description': 'Paperform'}","{'id': '10058542', 'description': '10058542'}",False,True,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6298', 'description': 'Team Leaders'}",,0,All Auckland,Auckland Central Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTEiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50415997', 'section': 'MAIN', 'sectionRank': 129, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '00e97b4e-0614-f8ed-4477-0a55d68adeba', 'assets': {'logo': {'id': '9c4e94e57d033ffa1fd4d767e7198a08aaceb466', 'url': 'https://image-service-cdn.seek.com.au/9c4e94e57d033ffa1fd4d767e7198a08aaceb466', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/9c4e94e57d033ffa1fd4d767e7198a08aaceb466/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/9c4e94e57d033ffa1fd4d767e7198a08aaceb466/dffceafa8da80ae865f1fa835a87a74a26be6546'}}}, 'logo': {'url': 'https://image-service-cdn.seek.com.au/9c4e94e57d033ffa1fd4d767e7198a08aaceb466'}}",False,False
50268176,2020-08-19T04:32:37Z,Senior Customer Insights Analysts,Work on a Platform with 180 million global users Deliver Data driven value for our customers Flexible team with Central CBD Location,"['Work on a Platform with 180 million global users', 'Above Market Salary', 'Central CBD Location']","{'id': '30858475', 'description': 'Plexure Limited'}","{'id': '828119', 'description': '828119'}",False,True,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6283', 'description': 'Business/Systems Analysts'}",Above Average Remuneration + Career Progression,366946,All Auckland,Auckland Central Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTIiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50268176', 'section': 'MAIN', 'sectionRank': 130, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '930864da-a4ac-c117-e520-2381c2436b6e', 'assets': {'logo': {'id': '7eeced8310b04c9289546d068c140a35c2d786b3', 'url': 'https://image-service-cdn.cloud.seek.com.au/7eeced8310b04c9289546d068c140a35c2d786b3', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/7eeced8310b04c9289546d068c140a35c2d786b3/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/7eeced8310b04c9289546d068c140a35c2d786b3/dffceafa8da80ae865f1fa835a87a74a26be6546'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/7eeced8310b04c9289546d068c140a35c2d786b3'}}",True,False
50420231,2020-08-19T04:30:47Z,Digital Project Manager,Permanent position for a Digital Project Manager in an awesome Digital Agency,"['Work with a creative, friendly team', 'Wide range of clients - busy agency!', 'Awesome opportunities for career development and growth']","{'id': '38747795', 'description': '40 Foot Consulting Limited'}","{'id': '', 'description': None}",False,True,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6295', 'description': 'Programme & Project Management'}",,357874,All Auckland,Auckland Central Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTMiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420231', 'section': 'MAIN', 'sectionRank': 131, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}",,False,False
50420174,2020-08-19T04:25:28Z,Consultant -SAP BODS/BO,Consultant with experience in SAP Cloud Platform Integration for Data Services/ Business Objects/ BODS / Information Steward/ MS Azure Specialist.,[],"{'id': '25038674', 'description': 'HCL Australia Services Pty Ltd'}","{'id': '', 'description': None}",False,False,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6290', 'description': 'Engineering - Software'}","$95,000 - $100,000",3339,All Auckland,Auckland Central Auckland,False,standard,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTQiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420174', 'section': 'MAIN', 'sectionRank': 132, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}",,True,False
50420060,2020-08-19T04:15:39Z,Integration Specialist,Permanent Opportunity for an Integration Developer who has extensive experience with API Development,"['Work with IBM API Connect, IIB', 'Competitive Salary bracket', 'Auckland CBD based']","{'id': '38321647', 'description': 'Younity'}","{'id': '717373', 'description': '717373'}",False,True,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6287', 'description': 'Developers/Programmers'}",,348926,All Auckland,Auckland Central Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTUiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50420060', 'section': 'MAIN', 'sectionRank': 133, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '7b162ae9-fed2-bca3-ba01-52b8dd2ca4eb', 'assets': {'logo': {'id': '700f6ebc975014577b07d35ce5c639b9c4112c65', 'url': 'https://image-service-cdn.cloud.seek.com.au/700f6ebc975014577b07d35ce5c639b9c4112c65', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/700f6ebc975014577b07d35ce5c639b9c4112c65/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/700f6ebc975014577b07d35ce5c639b9c4112c65/dffceafa8da80ae865f1fa835a87a74a26be6546'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/700f6ebc975014577b07d35ce5c639b9c4112c65'}}",True,False
50419978,2020-08-19T04:10:25Z,Salesforce Platform Consultant / Specialist - Permanent,Be part of a small internal Salesforce team tasked with providing support to existing Salesforce instances.,"['Support and enhance a complex, growing platform with multiple apps', 'Work with cutting edge technology', 'Take on a permanent Wellington or Auckland based opportunity']","{'id': '3107868', 'description': 'ACC'}","{'id': '61358', 'description': '61358'}",False,True,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6285', 'description': 'Consultants'}",,0,All Auckland,Auckland Central Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTYiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50419978', 'section': 'MAIN', 'sectionRank': 134, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '1bf3ccd3-6b69-caab-f496-1e6e1d6e55a7', 'assets': {'logo': {'id': 'e8854407423626fd3d54695fce9aa2d66c1a26a6', 'url': 'https://image-service-cdn.cloud.seek.com.au/e8854407423626fd3d54695fce9aa2d66c1a26a6', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/e8854407423626fd3d54695fce9aa2d66c1a26a6/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/e8854407423626fd3d54695fce9aa2d66c1a26a6/dffceafa8da80ae865f1fa835a87a74a26be6546'}}, 'cover': {'id': 'a08d19424faa83baf9d7fe56ab2ba97cfa54a94e', 'url': 'https://image-service-cdn.seek.com.au/a08d19424faa83baf9d7fe56ab2ba97cfa54a94e', 'strategies': {'jdpCover': 'https://image-service-cdn.seek.com.au/a08d19424faa83baf9d7fe56ab2ba97cfa54a94e/1c056a984962480605a20a31bcae496022b57b25', 'jdpCoverThumbnail': 'https://image-service-cdn.seek.com.au/a08d19424faa83baf9d7fe56ab2ba97cfa54a94e/bd499d1d33b3bf829bd62e526c1b7492dcec6cda'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/e8854407423626fd3d54695fce9aa2d66c1a26a6'}}",False,False
50419943,2020-08-19T04:07:12Z,Senior Security Analyst,Great role in leading IT Services organisation for a Cloud security specialist,[],"{'id': '24568774', 'description': 'Fujitsu New Zealand'}","{'id': '', 'description': None}",False,False,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6297', 'description': 'Security'}",,3050,All Auckland,Auckland Central Auckland,False,standard,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTciCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50419943', 'section': 'MAIN', 'sectionRank': 135, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}",,True,False
50419834,2020-08-19T04:01:06Z,Mobile Developer (Android),Looking for an Android (Kotlin) developer for an exciting permanent position,"['Contribute to mobile development', 'Work with an exciting company', 'Flexible working hours']","{'id': '38321647', 'description': 'Younity'}","{'id': '717373', 'description': '717373'}",False,True,Auckland,1018,,,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6287', 'description': 'Developers/Programmers'}",,348926,All Auckland,,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTgiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50419834', 'section': 'MAIN', 'sectionRank': 136, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '7b162ae9-fed2-bca3-ba01-52b8dd2ca4eb', 'assets': {'logo': {'id': '700f6ebc975014577b07d35ce5c639b9c4112c65', 'url': 'https://image-service-cdn.cloud.seek.com.au/700f6ebc975014577b07d35ce5c639b9c4112c65', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/700f6ebc975014577b07d35ce5c639b9c4112c65/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/700f6ebc975014577b07d35ce5c639b9c4112c65/dffceafa8da80ae865f1fa835a87a74a26be6546'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/700f6ebc975014577b07d35ce5c639b9c4112c65'}}",True,False
50419733,2020-08-19T03:55:37Z,Contract API Developer (.NET Core),.NET Core API Developer required to hit the ground running on a third-party integration for the client of this growing SaaS supplier.,"['Rapidly growing company with a strong chance of renewal', 'Welcoming and inclusive culture with excellent staff retention', 'Remote working and the autonomy to decide how you deliver']","{'id': '25177294', 'description': 'Customise Talent Group'}","{'id': '685732', 'description': '685732'}",False,True,Auckland,1018,,,Contract/Temp,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6287', 'description': 'Developers/Programmers'}",,231850,All Auckland,,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMTkiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50419733', 'section': 'MAIN', 'sectionRank': 137, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '5b908728-50bd-2430-1e4d-fd895e97205d', 'assets': {'logo': {'id': 'a5a71731279c7ec4a600d469eb3651042a11a76b', 'url': 'https://image-service-cdn.cloud.seek.com.au/a5a71731279c7ec4a600d469eb3651042a11a76b', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/a5a71731279c7ec4a600d469eb3651042a11a76b/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/a5a71731279c7ec4a600d469eb3651042a11a76b/dffceafa8da80ae865f1fa835a87a74a26be6546'}}, 'cover': {'id': '177b405f58b376fb9230746e6ea11e95c62daec0', 'url': 'https://image-service-cdn.cloud.seek.com.au/177b405f58b376fb9230746e6ea11e95c62daec0', 'strategies': {'jdpCover': 'https://image-service-cdn.seek.com.au/177b405f58b376fb9230746e6ea11e95c62daec0/913429d2dece133218130d100983c570e51f280c', 'jdpCoverThumbnail': 'https://image-service-cdn.seek.com.au/177b405f58b376fb9230746e6ea11e95c62daec0/ce5e84eaa1936491920fd19743d3fe3c69815ade'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/a5a71731279c7ec4a600d469eb3651042a11a76b'}}",False,False
50419658,2020-08-19T03:47:14Z,Delivery Lead,"Key role requiring an affable, communicative individual who can influence others to be their best ! Join the tribe at CountdownX!","['Pivotal role-servant leadership across high performing squads', 'Purpose built Ponsonby offices and tribal model and culture of excellence', 'Showcase your ability to engage, inspire and deliver!']","{'id': '21906121', 'description': 'Woolworths NZ Ltd'}","{'id': '766387', 'description': '766387'}",False,True,Auckland,1018,Auckland Central,5118,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6295', 'description': 'Programme & Project Management'}",,505,All Auckland,Auckland Central Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMjAiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50419658', 'section': 'MAIN', 'sectionRank': 138, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '06dc8d02-4006-7cf3-e62c-ebe74b1850f2', 'assets': {'logo': {'id': '539bd704fa46b00e3d153501c5bf8f5fa12bcdff', 'url': 'https://image-service-cdn.cloud.seek.com.au/539bd704fa46b00e3d153501c5bf8f5fa12bcdff', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/539bd704fa46b00e3d153501c5bf8f5fa12bcdff/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/539bd704fa46b00e3d153501c5bf8f5fa12bcdff/dffceafa8da80ae865f1fa835a87a74a26be6546'}}}, 'logo': {'url': 'https://image-service-cdn.cloud.seek.com.au/539bd704fa46b00e3d153501c5bf8f5fa12bcdff'}}",True,False
50419611,2020-08-19T03:43:44Z,Business Systems Specialist,"This role is critical for ensuring the Laboratory’s digital platforms continue to support our business operations, growth and quality of service.","['Airport location', 'Employment stability - essential service provider', 'Career development pathways']","{'id': '20242373', 'description': 'Watercare Services Limited'}","{'id': '10049330', 'description': '10049330'}",False,True,Auckland,1018,Manukau & East Auckland,5119,Full Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6293', 'description': 'Networks & Systems Administration'}",,5707,All Auckland,Manukau & East Auckland Auckland,False,standout,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMjEiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50419611', 'section': 'MAIN', 'sectionRank': 139, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}","{'id': '1a24b7ba-f472-176b-a0c4-e1042a28d1b9', 'assets': {'logo': {'id': 'd477e76724dab31dd6f5050a2f982d1abf31947a', 'url': 'https://image-service-cdn.seek.com.au/d477e76724dab31dd6f5050a2f982d1abf31947a', 'strategies': {'jdpLogo': 'https://image-service-cdn.seek.com.au/d477e76724dab31dd6f5050a2f982d1abf31947a/f3c5292cec0e05e4272d9bf9146f390d366481d0', 'serpLogo': 'https://image-service-cdn.seek.com.au/d477e76724dab31dd6f5050a2f982d1abf31947a/dffceafa8da80ae865f1fa835a87a74a26be6546'}}, 'cover': {'id': '353172549a59a806596aca7cc0f7426a24bf305b', 'url': 'https://image-service-cdn.seek.com.au/353172549a59a806596aca7cc0f7426a24bf305b', 'strategies': {'jdpCover': 'https://image-service-cdn.seek.com.au/353172549a59a806596aca7cc0f7426a24bf305b/95e9baa2710d5650ab3b4e118340642b99003860', 'jdpCoverThumbnail': 'https://image-service-cdn.seek.com.au/353172549a59a806596aca7cc0f7426a24bf305b/9a9d7be5eb9d0788cde6e2474d5895b675c62ecb'}}}, 'logo': {'url': 'https://image-service-cdn.seek.com.au/d477e76724dab31dd6f5050a2f982d1abf31947a'}}",False,False
50419584,2020-08-19T03:40:16Z,IT Support - Part Time / Fixed Term,"We are looking for a talented IT professional who excels at Windows Server, SAP B1, HighJumb, and BI360, to support our dynamic team with IT functions",[],"{'id': '21532872', 'description': 'Cosmax Prestige NZ Ltd'}","{'id': '', 'description': None}",False,False,Auckland,1018,Auckland Central,5118,Part Time,"{'id': '6281', 'description': 'Information & Communication Technology'}","{'id': '6291', 'description': 'Help Desk & IT Support'}",,0,All Auckland,Auckland Central Auckland,False,standard,ewogICJ0b2tlbiI6ICJkZTJmMDY2MC05NDBkLTRhOGYtYjI1NC1jMTdhZTdiYTUzOWJfMjIiCn0=,,,"{'searchRequestToken': '3bc1e65b-8d39-48a9-a471-16beed21ac86', 'jobId': '50419584', 'section': 'MAIN', 'sectionRank': 140, 'jobAdType': 'ORGANIC', 'tags': {'mordor:flights': 'mordor_49'}}",,False,False
